candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number
1,Eg = a0 + a1*Sn,True,,,Eg = a0 + a1*Sn,Sn,1.0,0.2823032633652087,0.05125349770404136,0.1440844106281024,3.5194114716419382
2,Eg = a0 + a1*Br,True,,,Eg = a0 + a1*Br,Br,1.0,0.23265112055302883,0.072290423604999,0.38933555434698885,4.185312058935797
3,Eg = a0 + a1*Cl,True,,,Eg = a0 + a1*Cl,Cl,1.0,0.2246431783000337,0.0278291481342512,0.46620128270641237,7.673528269291374
4,Eg = a0 + a1*Sn + a2*Br,True,,,Eg = a0 + a1*Sn + a2*Br,Sn;Br,2.0,0.21032784870779825,0.07837585208687026,0.484999127699706,4.365674254281115
5,Eg = a0 + a1*Sn + a2*Cl,True,,,Eg = a0 + a1*Sn + a2*Cl,Sn;Cl,2.0,0.18757339905060708,0.02799870932681705,0.6258897981357783,7.757545803384302
6,Eg = a0 + a1*Br + a2*Cl,True,,,Eg = a0 + a1*Br + a2*Cl,Br;Cl,2.0,0.13524856066858063,0.007828384295253241,0.8082054973719284,7.868855946094276
7,Eg = a0 + a1*Sn + a2*Br + a3*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl,Sn;Br;Cl,3.0,0.08836922814088868,0.006404898223502302,0.9179911938646828,7.9520094275500055
8,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn,False,contains duplicate term,,,Sn;Br;Cl,,,,,
9,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br,False,contains duplicate term,,,Sn;Br;Cl,,,,,
10,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cl,False,contains duplicate term,,,Sn;Br;Cl,,,,,
11,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn + a5*Br,False,contains duplicate term,,,Sn;Br;Cl,,,,,
12,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn + a5*Cl,False,contains duplicate term,,,Sn;Br;Cl,,,,,
13,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br + a5*Cl,False,contains duplicate term,,,Sn;Br;Cl,,,,,
14,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn + a5*Br + a6*Cl,False,contains duplicate term,,,Sn;Br;Cl,,,,,
15,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn + a5*Br + a6*Cl + a7*Sn,False,contains duplicate term,,,Sn;Br;Cl,,,,,
16,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn + a5*Br + a6*Cl + a7*Br,False,contains duplicate term,,,Sn;Br;Cl,,,,,
