candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number
1,Eg = a0 + a1*Sn + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Sn^2,Sn;Sn^2,2,0.26672541978839603,0.04890636748926543,0.23546834963118723,19.774105470059745
2,Eg = a0 + a1*Sn + a2*Br + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Sn^2,Sn;Br;Sn^2,3,0.1956023657476197,0.07950908384425656,0.5460770188454012,20.325044475390175
3,Eg = a0 + a1*Sn + a3*Cl + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Cl + a3*Sn^2,Sn;Cl;Sn^2,3,0.17412242345439843,0.02836967403923707,0.6765179324441177,19.931979304476858
4,Eg = a0 + a2*Br + a5*Br^2,True,,,Eg = a0 + a1*Br + a2*Br^2,Br;Br^2,2,0.23291841966463456,0.07193135647343742,0.3884764486704917,18.52747567460929
5,Eg = a0 + a2*Br + a3*Cl + a5*Br^2,True,,,Eg = a0 + a1*Br + a2*Cl + a3*Br^2,Br;Cl;Br^2,3,0.13483262619086017,0.008084060980779222,0.8093421000783827,18.555951312953134
6,Eg = a0 + a3*Cl + a6*Cl^2,True,,,Eg = a0 + a1*Cl + a2*Cl^2,Cl;Cl^2,2,0.21901414779989606,0.027511817247172124,0.49244547519079807,44.14575442529627
7,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2,Sn;Br;Cl;Sn^2;Br^2;Cl^2,6,0.06456922679024857,0.005078242134174922,0.956158700117455,49.17614842996105
8,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2,Sn;Br;Cl;Sn^2,4,0.06930096155365931,0.0029854979786585827,0.949690423723918,20.465492419497497
9,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a5*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2,Sn;Br;Cl;Br^2,4,0.08629710089954677,0.00483448119159448,0.921925147075996,18.791336545442693
10,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a6*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cl^2,Sn;Br;Cl;Cl^2,4,0.08855630216924677,0.006559688595695378,0.917629504957556,48.18101850375021
11,Eg = a0 + a1*Sn + a3*Cl + a4*Sn^2 + a5*Br^2,True,,,Eg = a0 + a1*Sn + a2*Cl + a3*Sn^2 + a4*Br^2,Sn;Cl;Sn^2;Br^2,4,0.07020665136553288,0.005849340701712391,0.9481398481922357,20.071605890501942
12,Eg = a0 + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2,True,,,Eg = a0 + a1*Br + a2*Cl + a3*Sn^2 + a4*Br^2,Br;Cl;Sn^2;Br^2,4,0.10489110692467485,0.007168831434179266,0.8845306243270693,18.66671860864102
13,Eg = a0 + a1*Sn + a2*Br + a4*Sn^2 + a5*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Sn^2 + a4*Br^2,Sn;Br;Sn^2;Br^2,4,0.19474231469175535,0.07883240247354524,0.5504939747829952,21.45680367620507
14,Eg = a0 + a1*Sn + a4*Sn^2 + a6*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Sn^2 + a3*Cl^2,Sn;Sn^2;Cl^2,3,0.20040235694580902,0.030729105419567318,0.5723104163190853,19.888136267390493
15,Eg = a0 + a2*Br + a5*Br^2 + a6*Cl^2,True,,,Eg = a0 + a1*Br + a2*Br^2 + a3*Cl^2,Br;Br^2;Cl^2,3,0.14743064408603168,0.01894097105516238,0.7696609412386793,18.530598487772064
16,Eg = a0 + a3*Cl + a4*Sn^2 + a6*Cl^2,True,,,Eg = a0 + a1*Cl + a2*Sn^2 + a3*Cl^2,Cl;Sn^2;Cl^2,3,0.19545092283789778,0.02674921249374168,0.5949143050281362,44.41440249070351
