candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number
1,a0 + a1*Sn + a2*Br + a3*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl,Sn;Br;Cl,3.0,0.08836922814088868,0.006404898223502302,0.9179911938646828,7.9520094275500055
2,a0 + a1*Sn + a2*Br,True,,,Eg = a0 + a1*Sn + a2*Br,Sn;Br,2.0,0.21032784870779825,0.07837585208687026,0.484999127699706,4.365674254281115
3,a0 + a1*Sn + a2*Cl,True,,,Eg = a0 + a1*Sn + a2*Cl,Sn;Cl,2.0,0.18757339905060708,0.02799870932681705,0.6258897981357783,7.757545803384302
4,a0 + a1*Br + a2*Cl,True,,,Eg = a0 + a1*Br + a2*Cl,Br;Cl,2.0,0.13524856066858063,0.007828384295253241,0.8082054973719284,7.868855946094276
5,a0 + a1*Sn,True,,,Eg = a0 + a1*Sn,Sn,1.0,0.2823032633652087,0.05125349770404136,0.1440844106281024,3.5194114716419382
6,a0 + a1*Br,True,,,Eg = a0 + a1*Br,Br,1.0,0.23265112055302883,0.072290423604999,0.38933555434698885,4.185312058935797
7,a0 + a1*Cl,True,,,Eg = a0 + a1*Cl,Cl,1.0,0.2246431783000337,0.0278291481342512,0.46620128270641237,7.673528269291374
8,a0,False,contains no recognized non-constant terms; fewer than 1 non-constant terms,,,,,,,,
9,a0 + a1*Sn + a2*Br + a3*Cl,True,,1.0,Eg = a0 + a1*Sn + a2*Br + a3*Cl,Sn;Br;Cl,3.0,0.08836922814088868,0.006404898223502302,0.9179911938646828,7.9520094275500055
10,a0 + a1*Sn + a2*Br,True,,2.0,Eg = a0 + a1*Sn + a2*Br,Sn;Br,2.0,0.21032784870779825,0.07837585208687026,0.484999127699706,4.365674254281115
11,a0 + a1*Sn + a2*Cl,True,,3.0,Eg = a0 + a1*Sn + a2*Cl,Sn;Cl,2.0,0.18757339905060708,0.02799870932681705,0.6258897981357783,7.757545803384302
12,a0 + a1*Br + a2*Cl,True,,4.0,Eg = a0 + a1*Br + a2*Cl,Br;Cl,2.0,0.13524856066858063,0.007828384295253241,0.8082054973719284,7.868855946094276
13,a0 + a1*Sn,True,,5.0,Eg = a0 + a1*Sn,Sn,1.0,0.2823032633652087,0.05125349770404136,0.1440844106281024,3.5194114716419382
14,a0 + a1*Br,True,,6.0,Eg = a0 + a1*Br,Br,1.0,0.23265112055302883,0.072290423604999,0.38933555434698885,4.185312058935797
15,a0 + a1*Cl,True,,7.0,Eg = a0 + a1*Cl,Cl,1.0,0.2246431783000337,0.0278291481342512,0.46620128270641237,7.673528269291374
16,a0,False,contains no recognized non-constant terms; fewer than 1 non-constant terms,,,,,,,,
