candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number,fold_rmse,coefficients_json
1,Eg = a0,False,contains no recognized non-constant terms; fewer than 1 non-constant terms,,,,,,,,,,
2,Eg = a1*Sn,False,missing constant term,,,Sn,,,,,,,
3,Eg = a1*Br,False,missing constant term,,,Br,,,,,,,
4,Eg = a1*Cl,False,missing constant term,,,Cl,,,,,,,
5,Eg = a0 + a1*Sn,True,,,Eg = a0 + a1*Sn,Sn,1.0,0.2823032633652087,0.05125349770404136,0.1440844106281024,3.5194114716419382,0.2461964413;0.3721377578;0.2639620546;0.2738632548;0.2553568083,"[{""term"": ""Intercept"", ""coefficient"": 1.7089260293929693, ""ci_95_low"": 1.6814905174195907, ""ci_95_high"": 1.736361541366348}, {""term"": ""Sn"", ""coefficient"": -0.40981328980608356, ""ci_95_low"": -0.4948532845391632, ""ci_95_high"": -0.3247732950730039}]"
6,Eg = a0 + a1*Br,True,,,Eg = a0 + a1*Br,Br,1.0,0.23265112055302883,0.072290423604999,0.38933555434698885,4.185312058935797,0.1744690704;0.3487059913;0.2575492550;0.1897985372;0.1927327489,"[{""term"": ""Intercept"", ""coefficient"": 1.491382048940013, ""ci_95_low"": 1.4645258037602473, ""ci_95_high"": 1.5182382941197785}, {""term"": ""Br"", ""coefficient"": 0.7808015337740934, ""ci_95_low"": 0.6976039022579495, ""ci_95_high"": 0.8639991652902373}]"
7,Eg = a0 + a1*Cl,True,,,Eg = a0 + a1*Cl,Cl,1.0,0.2246431783000337,0.0278291481342512,0.46620128270641237,7.673528269291374,0.2258339053;0.2165949430;0.1821004491;0.2484549036;0.2502316905,"[{""term"": ""Intercept"", ""coefficient"": 1.609992491217329, ""ci_95_low"": 1.5901932825332101, ""ci_95_high"": 1.6297916999014477}, {""term"": ""Cl"", ""coefficient"": 1.6287852332944266, ""ci_95_low"": 1.479737325722688, ""ci_95_high"": 1.7778331408661652}]"
8,Eg = a1*Sn + a2*Br,False,missing constant term,,,Sn;Br,,,,,,,
9,Eg = a1*Sn + a2*Cl,False,missing constant term,,,Sn;Cl,,,,,,,
10,Eg = a1*Br + a2*Cl,False,missing constant term,,,Br;Cl,,,,,,,
11,Eg = a0 + a1*Sn + a2*Br,True,,,Eg = a0 + a1*Sn + a2*Br,Sn;Br,2.0,0.21032784870779825,0.07837585208687026,0.484999127699706,4.365674254281115,0.1631366312;0.3395610272;0.2304850191;0.1618955460;0.1565610200,"[{""term"": ""Intercept"", ""coefficient"": 1.5479908188536773, ""ci_95_low"": 1.5209645691797302, ""ci_95_high"": 1.5750170685276244}, {""term"": ""Sn"", ""coefficient"": -0.33489762160739467, ""ci_95_low"": -0.40092483558922215, ""ci_95_high"": -0.2688704076255672}, {""term"": ""Br"", ""coefficient"": 0.7346017198135011, ""ci_95_low"": 0.6578078247551181, ""ci_95_high"": 0.811395614871884}]"
