complexity,loss,equation,score,sympy_format,lambda_format
1,0.09561901,1.6512401,0.0,1.65124010000000,PySRFunction(X=>1.65124010000000)
3,0.057229094,Cl + 1.6259084,0.2566546221120323,Cl + 1.6259084,PySRFunction(X=>Cl + 1.6259084)
5,0.026921798,(Br + 1.4212059) + Cl,0.3770630562006383,Br + Cl + 1.4212059,PySRFunction(X=>Br + Cl + 1.4212059)
6,0.025236772,square(Cl + Br) + 1.5143477,0.06463415577692844,(Br + Cl)**2 + 1.5143477,PySRFunction(X=>(Br + Cl)**2 + 1.5143477)
7,0.02274705,(Cl + 0.8591235) * (Br + 1.6526575),0.10386667060018981,(Br + 1.6526575)*(Cl + 0.8591235),PySRFunction(X=>(Br + 1.6526575)*(Cl + 0.8591235))
8,0.019284802,(Br + 1.7572743) * (square(Cl) + 0.82344747),0.16511814209880815,(Br + 1.7572743)*(Cl**2 + 0.82344747),PySRFunction(X=>(Br + 1.7572743)*(Cl**2 + 0.82344747))
9,0.016584603,(((Br - Sn) * 0.49822703) + Cl) + 1.5940602,0.15084258974077713,Cl + (Br - Sn)*0.49822703 + 1.5940602,PySRFunction(X=>Cl + (Br - Sn)*0.49822703 + 1.5940602)
10,0.015721,((Br - -1.1370631) + square(Sn - 0.5878564)) + Cl,0.05347733661040295,Br + Cl + (Sn - 1*0.5878564)**2 - 1*(-1.1370631),PySRFunction(X=>Br + Cl + (Sn - 1*0.5878564)**2 - 1*(-1.1370631))
11,0.010958304,square(Sn - 0.60328853) + (square(Br + Cl) - -1.2161795),0.36089987318922406,(Br + Cl)**2 + (Sn - 1*0.60328853)**2 - 1*(-1.2161795),PySRFunction(X=>(Br + Cl)**2 + (Sn - 1*0.60328853)**2 - 1*(-1.2161795))
12,0.008929727,((Cl + square(Sn - 0.6047409)) + (Br * 0.66748416)) - -1.189754,0.20471170170767342,Br*0.66748416 + Cl + (Sn - 1*0.6047409)**2 - 1*(-1.189754),PySRFunction(X=>Br*0.66748416 + Cl + (Sn - 1*0.6047409)**2 - 1*(-1.189754))
13,0.007595972,(square(Cl + (Br * 0.86482716)) - -1.2362946) + square(Sn - 0.6120464),0.1617677165198392,(Sn - 1*0.6120464)**2 + (Br*0.86482716 + Cl)**2 - 1*(-1.2362946),PySRFunction(X=>(Sn - 1*0.6120464)**2 + (Br*0.86482716 + Cl)**2 - 1*(-1.2362946))
14,0.004728929,((square(Sn - 0.6957154) + Br) * 0.667075) + ((Cl * 1.511918) - -1.2147458),0.47391935698858656,Cl*1.511918 + (Br + (Sn - 1*0.6957154)**2)*0.667075 - 1*(-1.2147458),PySRFunction(X=>Cl*1.511918 + (Br + (Sn - 1*0.6957154)**2)*0.667075 - 1*(-1.2147458))
15,0.0047289273,((Cl * 1.5122476) + ((Br + ((Sn + -1.3915354) * Sn)) * 0.6669792)) + 1.5376472,3.5948949661660083e-07,Cl*1.5122476 + (Br + Sn*(Sn - 1.3915354))*0.6669792 + 1.5376472,PySRFunction(X=>Cl*1.5122476 + (Br + Sn*(Sn - 1.3915354))*0.6669792 + 1.5376472)
16,0.0041124914,square(Cl + ((Br + 0.37070748) * 0.63589454)) + (((Sn + -1.2216401) * Sn) + 1.5209165),0.13966936541066333,Sn*(Sn - 1.2216401) + (Cl + (Br + 0.37070748)*0.63589454)**2 + 1.5209165,PySRFunction(X=>Sn*(Sn - 1.2216401) + (Cl + (Br + 0.37070748)*0.63589454)**2 + 1.5209165)
