candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number
1,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br,Sn;Br;Cl;Sn^2;Br^2;Cl^2;Sn*Br,7,0.06404925418035537,0.0035897219317408127,0.9569729258098353,49.258526785082594
2,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Sn*Br + a7*Sn*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Sn*Br + a7*Sn*Cl,Sn;Br;Cl;Sn^2;Br^2;Sn*Br;Sn*Cl,7,0.0638175279438075,0.00731213991296914,0.9569392746862546,23.983038074269263
3,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Sn*Cl + a7*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Sn*Cl + a7*Br*Cl,Sn;Br;Cl;Sn^2;Br^2;Sn*Cl;Br*Cl,7,0.06439959759389632,0.008319794805995647,0.9560224929017427,38.91487564395456
4,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2,Sn;Br;Cl;Sn^2;Br^2;Cl^2,6,0.06456922679024857,0.005078242134174922,0.956158700117455,49.17614842996105
5,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br + a8*Sn*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br + a8*Sn*Cl,Sn;Br;Cl;Sn^2;Br^2;Cl^2;Sn*Br;Sn*Cl,8,0.06431500759978784,0.007103753903242992,0.9562978543618756,49.29066548066819
6,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br + a8*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br + a8*Br*Cl,Sn;Br;Cl;Sn^2;Br^2;Cl^2;Sn*Br;Br*Cl,8,0.06485100318351816,0.0036569211086776372,0.9558934217466811,749.3337438859298
7,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Cl + a8*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Cl + a8*Br*Cl,Sn;Br;Cl;Sn^2;Br^2;Cl^2;Sn*Cl;Br*Cl,8,0.06460489255891619,0.010386604374905451,0.955414809110404,715.3734822658183
8,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br + a8*Sn*Cl + a9*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2 + a7*Sn*Br + a8*Sn*Cl + a9*Br*Cl,Sn;Br;Cl;Sn^2;Br^2;Cl^2;Sn*Br;Sn*Cl;Br*Cl,9,0.06429340665229852,0.00799625873033712,0.9562147103262549,750.489854538649
9,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn*Br + a5*Sn*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn*Br + a5*Sn*Cl,Sn;Br;Cl;Sn*Br;Sn*Cl,5,0.08986859127161682,0.0035179735826658767,0.9154397220608211,21.894978610003193
10,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn*Br + a5*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn*Br + a5*Br*Cl,Sn;Br;Cl;Sn*Br;Br*Cl,5,0.08822669250932232,0.006464317672447678,0.9182619139679897,37.96743439936356
11,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn*Cl + a5*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn*Cl + a5*Br*Cl,Sn;Br;Cl;Sn*Cl;Br*Cl,5,0.09049261794740465,0.004043203937058084,0.9142161312170553,38.127821538099894
12,a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Cl^2 + a6*Sn*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Cl^2 + a6*Sn*Cl,Sn;Br;Cl;Sn^2;Cl^2;Sn*Cl,6,0.07104932992429148,0.006194731328844263,0.9468705051714899,48.56106931672002
13,a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2 + a5*Cl^2 + a6*Br*Cl,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2 + a5*Cl^2 + a6*Br*Cl,Sn;Br;Cl;Br^2;Cl^2;Br*Cl,6,0.08660497710106976,0.005360544918219915,0.9213223165625044,703.746063780809
