candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number
1,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs^2,False,fewer than 8 non-constant terms,,,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs^2,,,,,
2,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Br^2 + a6*Cs^2 + a7*Cs*Sn,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Br^2;Cs^2;Cs*Sn,,,,,
3,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Cs*Br,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Cs*Sn;Cs*Br,,,,,
4,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Cs*Sn,,,,,
5,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Cs^2 + a7*Cs*Sn,False,fewer than 8 non-constant terms,,,Sn;Br;Cl;Cs;Sn^2;Cs^2;Cs*Sn,,,,,
6,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Br^2 + a6*Cs*Sn,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Br^2;Cs*Sn,,,,,
7,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Br,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Cs*Br,,,,,
8,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Sn*Br,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Sn*Br;Cs*Sn,,,,,
9,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Br*Cl,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Br*Cl;Cs*Sn,,,,,
10,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Sn*Cl,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Sn*Cl;Cs*Sn,,,,,
11,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Br*Cs,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Cs*Sn;Cs*Br,,,,,
12,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Sn*Cs,False,contains duplicate term; fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cs^2;Cs*Sn,,,,,
13,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Br^2,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Br^2;Cs^2;Cs*Sn,,,,,
14,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Cl^2,False,fewer than 8 non-constant terms,,,Sn;Br;Cs;Sn^2;Cl^2;Cs^2;Cs*Sn,,,,,
15,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Sn*Br + a8*Cs*Br,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Sn*Br + a7*Cs*Sn + a8*Cs*Br,Sn;Br;Cs;Sn^2;Cs^2;Sn*Br;Cs*Sn;Cs*Br,8.0,0.19379722740213587,0.07279836143691887,0.5620918153937615,23.584349809196834
16,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Cs^2 + a6*Cs*Sn + a7*Cs*Br + a8*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cs + a4*Sn^2 + a5*Br^2 + a6*Cs^2 + a7*Cs*Sn + a8*Cs*Br,Sn;Br;Cs;Sn^2;Br^2;Cs^2;Cs*Sn;Cs*Br,8.0,0.19336579039441507,0.07307808264146673,0.563503236349755,23.775076924431097
