run_id,final_expression,fitted_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2
1,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
2,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
3,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
4,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
5,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
6,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
7,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
8,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
9,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
10,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cs + a5*Sn^2 + a6*Br^2 + a7*Cs*Sn + a8*Cs*Br,Eg = 1.55271644 - 1.10243968*Sn + 0.36371509*Br + 1.52306437*Cl + 0.14762472*Cs + 0.91790459*Sn^2 + 0.36879104*Br^2 - 0.27025553*Cs*Sn - 0.13556005*Cs*Br,Sn;Br;Cl;Cs;Sn^2;Br^2;Cs*Sn;Cs*Br,8,0.058127236767094595,0.004242602312181955,0.964495840398022,0.05626078865030328,0.039758754592673064,0.9668970026758805,0.06175816011399793,0.04660800300542293,0.975650857602251
